2500,5900,4000,6500,2900,6700,3400,2800,2800,5000,4100,4800,4100,6600,5500,5000,2900,2400,2900,5500,5500,4300,3200,2700,5100,6300,4800,4800,2800,6000,4700,5500,5100,6000,5900,5400,2800,2600,4400,5100,5800,4200,3000,5700,6000,6600,3900,2800,5400,4000,6500,2300,2600,3200,3600,3200,2700,6400,3700,3100,2500,6500,2300,6800,2800,4100,5700,4500,2200,4100,3100,5300,3100,4500,5000,3200,5000,4800,3400,5400,5600,4100,2600,6000,4800,3300,2900,5300,5700,5400,2900,5600,4100,3000,6000,4800,3800,3800,3600,4100
0,5900,4000,6500,2900,6700,0,0,2800,5000,4100,4800,4100,6600,0,5000,2900,2400,2900,0,5500,4300,3200,2700,5100,6300,4800,4800,2800,6000,4700,5500,5100,6000,5900,5400,2800,2600,4400,0,0,4200,3000,5700,6000,0,3900,0,5400,4000,0,2300,2600,3200,3600,3200,2700,6400,0,3100,2500,6500,2300,6800,2800,4100,5700,4500,2200,4100,3100,5300,3100,4500,5000,0,5000,4800,3400,5400,0,4100,2600,6000,4800,3300,2900,5300,5700,5400,2900,5600,4100,0,6000,4800,3800,3800,3600,4100
0,5900,4000,6500,2900,6700,0,0,2800,0,4100,4800,4100,6600,0,5000,2900,2400,2900,0,5500,4300,0,2700,5100,6300,4800,4800,2800,6000,4700,5500,5100,6000,5900,5400,2800,2600,4400,0,0,4200,3000,5700,6000,0,3900,0,0,0,0,2300,0,3200,3600,3200,2700,6400,0,0,2500,0,2300,6800,2800,4100,5700,4500,0,4100,3100,5300,3100,4500,5000,0,5000,4800,3400,5400,0,0,2600,6000,4800,3300,2900,5300,0,5400,2900,5600,0,0,6000,4800,3800,3800,3600,4100
0,5900,4000,6500,2900,6700,0,0,2800,0,4100,4800,4100,0,0,5000,2900,2400,0,0,5500,4300,0,2700,5100,6300,4800,4800,2800,6000,4700,5500,5100,6000,5900,5400,2800,2600,4400,0,0,4200,3000,5700,6000,0,3900,0,0,0,0,0,0,3200,3600,3200,2700,6400,0,0,2500,0,2300,6800,0,4100,5700,4500,0,4100,3100,5300,3100,4500,5000,0,5000,4800,0,5400,0,0,2600,6000,4800,3300,2900,5300,0,5400,2900,5600,0,0,6000,4800,3800,3800,3600,4100
0,5900,4000,6500,2900,6700,0,0,2800,0,4100,4800,4100,0,0,5000,2900,2400,0,0,5500,4300,0,2700,5100,6300,4800,4800,2800,6000,4700,5500,5100,0,5900,5400,2800,2600,4400,0,0,4200,3000,5700,6000,0,3900,0,0,0,0,0,0,3200,3600,3200,2700,6400,0,0,2500,0,2300,6800,0,4100,5700,0,0,4100,3100,5300,3100,4500,0,0,5000,4800,0,5400,0,0,2600,6000,4800,0,2900,5300,0,5400,2900,5600,0,0,6000,4800,3800,3800,0,4100
0,0,4000,6500,0,0,0,0,2800,0,4100,4800,4100,0,0,0,2900,2400,0,0,5500,4300,0,2700,0,6300,4800,4800,2800,6000,4700,5500,5100,0,5900,5400,2800,2600,4400,0,0,4200,3000,5700,6000,0,3900,0,0,0,0,0,0,3200,3600,3200,2700,6400,0,0,2500,0,2300,6800,0,4100,5700,0,0,4100,3100,5300,0,0,0,0,5000,4800,0,5400,0,0,2600,6000,4800,0,2900,5300,0,5400,2900,5600,0,0,0,4800,3800,3800,0,4100
0,0,4000,6500,0,0,0,0,0,0,4100,4800,4100,0,0,0,2900,2400,0,0,5500,4300,0,2700,0,6300,4800,4800,2800,6000,4700,5500,0,0,5900,5400,2800,2600,4400,0,0,4200,3000,5700,6000,0,3900,0,0,0,0,0,0,3200,3600,3200,2700,0,0,0,2500,0,2300,6800,0,4100,5700,0,0,4100,3100,5300,0,0,0,0,0,4800,0,5400,0,0,0,6000,4800,0,0,0,0,5400,2900,5600,0,0,0,4800,3800,3800,0,4100
0,0,4000,6500,0,0,0,0,0,0,4100,4800,4100,0,0,0,2900,2400,0,0,5500,4300,0,2700,0,6300,4800,4800,0,6000,0,5500,0,0,5900,0,2800,2600,4400,0,0,4200,3000,5700,6000,0,3900,0,0,0,0,0,0,3200,3600,3200,2700,0,0,0,0,0,2300,6800,0,4100,5700,0,0,4100,3100,5300,0,0,0,0,0,4800,0,5400,0,0,0,6000,4800,0,0,0,0,5400,2900,0,0,0,0,0,3800,3800,0,4100
0,0,4000,6500,0,0,0,0,0,0,4100,4800,4100,0,0,0,2900,2400,0,0,5500,4300,0,2700,0,6300,4800,4800,0,6000,0,5500,0,0,5900,0,2800,0,4400,0,0,4200,3000,5700,6000,0,3900,0,0,0,0,0,0,3200,3600,3200,2700,0,0,0,0,0,2300,6800,0,4100,5700,0,0,4100,0,5300,0,0,0,0,0,4800,0,5400,0,0,0,6000,4800,0,0,0,0,5400,2900,0,0,0,0,0,3800,3800,0,4100
0,0,4000,6500,0,0,0,0,0,0,4100,4800,4100,0,0,0,2900,2400,0,0,0,4300,0,2700,0,6300,4800,4800,0,6000,0,5500,0,0,5900,0,2800,0,4400,0,0,4200,0,5700,0,0,3900,0,0,0,0,0,0,3200,0,3200,2700,0,0,0,0,0,2300,6800,0,4100,5700,0,0,4100,0,5300,0,0,0,0,0,4800,0,5400,0,0,0,6000,4800,0,0,0,0,5400,2900,0,0,0,0,0,3800,3800,0,4100
